,start_station_name,end_station_name,value
507,6 St & Grand St,JC Medical Center,6
508,6 St & Grand St,Jersey & 3rd,8
509,6 St & Grand St,Jersey & 6th St,12
510,6 St & Grand St,Journal Square,4
511,6 St & Grand St,Lafayette Park,2
512,6 St & Grand St,Leonard Gordon Park,45
513,6 St & Grand St,Liberty Light Rail,4
514,6 St & Grand St,Madison St & 1 St,159
515,6 St & Grand St,Madison St & 10 St,143
516,6 St & Grand St,Mama Johnson Field - 4 St & Jackson St,60
517,6 St & Grand St,Manila & 1st,9
518,6 St & Grand St,Marin Light Rail,7
519,6 St & Grand St,Marshall St & 2 St,103
520,6 St & Grand St,McGinley Square,3
521,6 St & Grand St,Monmouth and 6th,12
522,6 St & Grand St,Montgomery St,2
523,6 St & Grand St,Newark Ave,11
524,6 St & Grand St,Newport PATH,75
525,6 St & Grand St,Newport Pkwy,64
526,6 St & Grand St,Oakland Ave,6
527,6 St & Grand St,Paulus Hook,6
528,6 St & Grand St,Pershing Field,25
529,6 St & Grand St,Riverview Park,23
530,6 St & Grand St,Sip Ave,2
531,6 St & Grand St,South Waterfront Walkway - Sinatra Dr & 1 St,658
532,6 St & Grand St,Southwest Park - Jackson St & Observer Hwy,152
533,6 St & Grand St,Stevens - River Ter & 6 St,103
534,6 St & Grand St,Union St,1
535,6 St & Grand St,Van Vorst Park,5
536,6 St & Grand St,Warren St,13
537,6 St & Grand St,Washington St,48
538,6 St & Grand St,Willow Ave & 12 St,152
539,7 St & Monroe St,11 St & Washington St,257
540,7 St & Monroe St,12 St & Sinatra Dr N,262
541,7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,202
542,7 St & Monroe St,4 St & Grand St,135
543,7 St & Monroe St,5 Corners Library,10
544,7 St & Monroe St,6 St & Grand St,103
545,7 St & Monroe St,7 St & Monroe St,588
546,7 St & Monroe St,8 St & Washington St,325
547,7 St & Monroe St,9 St HBLR - Jackson St & 8 St,212
548,7 St & Monroe St,Adams St & 11 St,60
549,7 St & Monroe St,Adams St & 2 St,253
550,7 St & Monroe St,Astor Place,4
551,7 St & Monroe St,Baldwin at Montgomery,20
552,7 St & Monroe St,Bergen Ave & Sip Ave,4
553,7 St & Monroe St,Bloomfield St & 15 St,297
554,7 St & Monroe St,Brunswick & 6th,18
555,7 St & Monroe St,Brunswick St,28
556,7 St & Monroe St,Christ Hospital,4
557,7 St & Monroe St,Church Sq Park - 5 St & Park Ave,350
558,7 St & Monroe St,City Hall,14
559,7 St & Monroe St,City Hall - Washington St & 1 St,744
560,7 St & Monroe St,Clinton St & 7 St,302
561,7 St & Monroe St,Clinton St & Newark St,242
562,7 St & Monroe St,Columbus Dr at Exchange Pl,42
563,7 St & Monroe St,Columbus Drive,12
564,7 St & Monroe St,Columbus Park - Clinton St & 9 St,175
565,7 St & Monroe St,Communipaw & Berry Lane,3
566,7 St & Monroe St,Dey St,1
567,7 St & Monroe St,Dixon Mills,3
568,7 St & Monroe St,Essex Light Rail,4
569,7 St & Monroe St,Fairmount Ave,3
570,7 St & Monroe St,Grand St,10
571,7 St & Monroe St,Grand St & 14 St,433
572,7 St & Monroe St,Grove St PATH,30
573,7 St & Monroe St,Hamilton Park,101
574,7 St & Monroe St,Harborside,33
575,7 St & Monroe St,Heights Elevator,44
576,7 St & Monroe St,Hilltop,16
577,7 St & Monroe St,Hoboken Ave at Monmouth St,170
578,7 St & Monroe St,Hoboken Terminal - Hudson St & Hudson Pl,1077
579,7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,842
580,7 St & Monroe St,Hudson St & 4 St,362
581,7 St & Monroe St,JC Medical Center,5
582,7 St & Monroe St,Jersey & 3rd,6
583,7 St & Monroe St,Jersey & 6th St,13
584,7 St & Monroe St,Journal Square,2
585,7 St & Monroe St,Lafayette Park,3
586,7 St & Monroe St,Leonard Gordon Park,6
587,7 St & Monroe St,Liberty Light Rail,16
588,7 St & Monroe St,Madison St & 1 St,308
589,7 St & Monroe St,Madison St & 10 St,121
590,7 St & Monroe St,Mama Johnson Field - 4 St & Jackson St,111
591,7 St & Monroe St,Manila & 1st,38
592,7 St & Monroe St,Marin Light Rail,11
593,7 St & Monroe St,Marshall St & 2 St,162
594,7 St & Monroe St,McGinley Square,1
595,7 St & Monroe St,Monmouth and 6th,14
596,7 St & Monroe St,Montgomery St,4
597,7 St & Monroe St,Morris Canal,4
598,7 St & Monroe St,Newark Ave,23
599,7 St & Monroe St,Newport PATH,44
600,7 St & Monroe St,Newport Pkwy,74
601,7 St & Monroe St,Oakland Ave,7
602,7 St & Monroe St,Paulus Hook,10
603,7 St & Monroe St,Pershing Field,18
604,7 St & Monroe St,Riverview Park,21
605,7 St & Monroe St,Sip Ave,3
606,7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,694
607,7 St & Monroe St,Southwest Park - Jackson St & Observer Hwy,165
608,7 St & Monroe St,Stevens - River Ter & 6 St,210
609,7 St & Monroe St,Van Vorst Park,7
610,7 St & Monroe St,W 21 St & 6 Ave,1
611,7 St & Monroe St,Warren St,30
612,7 St & Monroe St,Washington St,45
613,7 St & Monroe St,Willow Ave & 12 St,194
614,8 St & Washington St,11 St & Washington St,360
615,8 St & Washington St,12 St & Sinatra Dr N,469
616,8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,648
617,8 St & Washington St,4 St & Grand St,181
618,8 St & Washington St,5 Corners Library,5
619,8 St & Washington St,6 St & Grand St,126
620,8 St & Washington St,7 St & Monroe St,212
621,8 St & Washington St,8 St & Washington St,853
622,8 St & Washington St,9 St HBLR - Jackson St & 8 St,604
623,8 St & Washington St,Adams St & 11 St,196
624,8 St & Washington St,Adams St & 2 St,194
625,8 St & Washington St,Astor Place,1
626,8 St & Washington St,Baldwin at Montgomery,12
627,8 St & Washington St,Bergen Ave,1
628,8 St & Washington St,Bergen Ave & Sip Ave,1
629,8 St & Washington St,Bergen Ave & Stegman St,1
630,8 St & Washington St,Bloomfield St & 15 St,489
631,8 St & Washington St,Broadway & W 58 St,2
632,8 St & Washington St,Brunswick & 6th,22
633,8 St & Washington St,Brunswick St,14
634,8 St & Washington St,Cabrini Blvd & W 177 St,1
635,8 St & Washington St,Christ Hospital,6
636,8 St & Washington St,Church Sq Park - 5 St & Park Ave,164
637,8 St & Washington St,City Hall,17
638,8 St & Washington St,City Hall - Washington St & 1 St,1183
639,8 St & Washington St,Clinton St & 7 St,437
640,8 St & Washington St,Clinton St & Newark St,317
641,8 St & Washington St,Columbus Dr at Exchange Pl,22
642,8 St & Washington St,Columbus Drive,30
643,8 St & Washington St,Columbus Park - Clinton St & 9 St,269
644,8 St & Washington St,Communipaw & Berry Lane,2
645,8 St & Washington St,Dey St,6
646,8 St & Washington St,Dixon Mills,17
647,8 St & Washington St,Essex Light Rail,7
648,8 St & Washington St,Grand St,23
649,8 St & Washington St,Grand St & 14 St,339
650,8 St & Washington St,Grove St PATH,44
651,8 St & Washington St,Hamilton Park,79
652,8 St & Washington St,Harborside,49
653,8 St & Washington St,Heights Elevator,130
654,8 St & Washington St,Hilltop,13
655,8 St & Washington St,Hoboken Ave at Monmouth St,143
656,8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,1258
657,8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,1595
658,8 St & Washington St,Hudson St & 4 St,436
659,8 St & Washington St,JC Medical Center,6
660,8 St & Washington St,Jersey & 3rd,16
661,8 St & Washington St,Jersey & 6th St,20
662,8 St & Washington St,Journal Square,7
663,8 St & Washington St,Lafayette Park,6
664,8 St & Washington St,Leonard Gordon Park,33
665,8 St & Washington St,Liberty Light Rail,15
666,8 St & Washington St,Lincoln Park,2
667,8 St & Washington St,Madison St & 1 St,247
668,8 St & Washington St,Madison St & 10 St,444
669,8 St & Washington St,Mama Johnson Field - 4 St & Jackson St,73
670,8 St & Washington St,Manila & 1st,27
671,8 St & Washington St,Marin Light Rail,28
672,8 St & Washington St,Marshall St & 2 St,162
673,8 St & Washington St,McGinley Square,1
674,8 St & Washington St,Monmouth and 6th,15
675,8 St & Washington St,Montgomery St,5
676,8 St & Washington St,Morris Canal,6
677,8 St & Washington St,Mott St & Prince St,1
678,8 St & Washington St,Murray St & West St,1
679,8 St & Washington St,Newark Ave,17
680,8 St & Washington St,Newport PATH,84
681,8 St & Washington St,Newport Pkwy,134
682,8 St & Washington St,Oakland Ave,63
683,8 St & Washington St,Park Pl & Church St,7
684,8 St & Washington St,Paulus Hook,9
685,8 St & Washington St,Pershing Field,36
686,8 St & Washington St,Riverview Park,82
687,8 St & Washington St,Sip Ave,2
688,8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,1111
689,8 St & Washington St,Southwest Park - Jackson St & Observer Hwy,179
690,8 St & Washington St,Stevens - River Ter & 6 St,103
691,8 St & Washington St,Van Vorst Park,18
692,8 St & Washington St,Vesey Pl & River Terrace,2
693,8 St & Washington St,Vesey St & Church St,1
694,8 St & Washington St,W 34 St & Hudson Blvd E,1
695,8 St & Washington St,W 45 St & 8 Ave,2
696,8 St & Washington St,W 48 St &  Rockefeller Plaza,1
697,8 St & Washington St,W Broadway & Spring St,1
698,8 St & Washington St,Warren St,47
699,8 St & Washington St,Washington St,54
700,8 St & Washington St,West St & Chambers St,1
701,8 St & Washington St,Willow Ave & 12 St,337
702,9 St HBLR - Jackson St & 8 St,11 St & Washington St,480
703,9 St HBLR - Jackson St & 8 St,12 St & Sinatra Dr N,286
704,9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,324
705,9 St HBLR - Jackson St & 8 St,4 St & Grand St,121
706,9 St HBLR - Jackson St & 8 St,5 Corners Library,2
707,9 St HBLR - Jackson St & 8 St,6 Ave & W 33 St,1
708,9 St HBLR - Jackson St & 8 St,6 Ave & W 34 St,1
709,9 St HBLR - Jackson St & 8 St,6 St & Grand St,113
710,9 St HBLR - Jackson St & 8 St,7 St & Monroe St,446
711,9 St HBLR - Jackson St & 8 St,8 Ave & W 33 St,1
712,9 St HBLR - Jackson St & 8 St,8 St & Washington St,578
713,9 St HBLR - Jackson St & 8 St,9 St HBLR - Jackson St & 8 St,556
714,9 St HBLR - Jackson St & 8 St,Adams St & 11 St,147
715,9 St HBLR - Jackson St & 8 St,Adams St & 2 St,129
716,9 St HBLR - Jackson St & 8 St,Baldwin at Montgomery,3
717,9 St HBLR - Jackson St & 8 St,Bergen Ave,1
718,9 St HBLR - Jackson St & 8 St,Bergen Ave & Sip Ave,1
719,9 St HBLR - Jackson St & 8 St,Bergen Ave & Stegman St,13
720,9 St HBLR - Jackson St & 8 St,Bloomfield St & 15 St,333
721,9 St HBLR - Jackson St & 8 St,Broadway & W 160 St,1
722,9 St HBLR - Jackson St & 8 St,Brunswick & 6th,13
723,9 St HBLR - Jackson St & 8 St,Brunswick St,4
724,9 St HBLR - Jackson St & 8 St,Christ Hospital,15
725,9 St HBLR - Jackson St & 8 St,Church Sq Park - 5 St & Park Ave,374
726,9 St HBLR - Jackson St & 8 St,City Hall,13
727,9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,668
728,9 St HBLR - Jackson St & 8 St,Clinton St & 7 St,202
729,9 St HBLR - Jackson St & 8 St,Clinton St & Newark St,133
730,9 St HBLR - Jackson St & 8 St,Columbus Dr at Exchange Pl,44
731,9 St HBLR - Jackson St & 8 St,Columbus Drive,23
732,9 St HBLR - Jackson St & 8 St,Columbus Park - Clinton St & 9 St,310
733,9 St HBLR - Jackson St & 8 St,Communipaw & Berry Lane,6
734,9 St HBLR - Jackson St & 8 St,Dey St,1
735,9 St HBLR - Jackson St & 8 St,Dixon Mills,7
736,9 St HBLR - Jackson St & 8 St,Essex Light Rail,5
737,9 St HBLR - Jackson St & 8 St,Glenwood Ave,1
738,9 St HBLR - Jackson St & 8 St,Grand St,12
739,9 St HBLR - Jackson St & 8 St,Grand St & 14 St,550
740,9 St HBLR - Jackson St & 8 St,Grove St PATH,23
741,9 St HBLR - Jackson St & 8 St,Hamilton Park,64
742,9 St HBLR - Jackson St & 8 St,Harborside,58
743,9 St HBLR - Jackson St & 8 St,Heights Elevator,132
744,9 St HBLR - Jackson St & 8 St,Hilltop,36
745,9 St HBLR - Jackson St & 8 St,Hoboken Ave at Monmouth St,78
746,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,793
747,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,683
748,9 St HBLR - Jackson St & 8 St,Hudson St & 4 St,305
749,9 St HBLR - Jackson St & 8 St,JC Medical Center,9
750,9 St HBLR - Jackson St & 8 St,Jackson Square,5
751,9 St HBLR - Jackson St & 8 St,Jersey & 3rd,14
752,9 St HBLR - Jackson St & 8 St,Jersey & 6th St,12
753,9 St HBLR - Jackson St & 8 St,Journal Square,7
754,9 St HBLR - Jackson St & 8 St,Lafayette Park,5
755,9 St HBLR - Jackson St & 8 St,Leonard Gordon Park,29
756,9 St HBLR - Jackson St & 8 St,Liberty Light Rail,20
757,9 St HBLR - Jackson St & 8 St,Lincoln Park,2
758,9 St HBLR - Jackson St & 8 St,Madison St & 1 St,127
759,9 St HBLR - Jackson St & 8 St,Madison St & 10 St,187
760,9 St HBLR - Jackson St & 8 St,Mama Johnson Field - 4 St & Jackson St,67
761,9 St HBLR - Jackson St & 8 St,Manila & 1st,22
762,9 St HBLR - Jackson St & 8 St,Marin Light Rail,19
763,9 St HBLR - Jackson St & 8 St,Marshall St & 2 St,99
764,9 St HBLR - Jackson St & 8 St,McGinley Square,1
765,9 St HBLR - Jackson St & 8 St,Monmouth and 6th,13
766,9 St HBLR - Jackson St & 8 St,Montgomery St,18
767,9 St HBLR - Jackson St & 8 St,Morris Canal,5
768,9 St HBLR - Jackson St & 8 St,Newark Ave,34
769,9 St HBLR - Jackson St & 8 St,Newport PATH,103
770,9 St HBLR - Jackson St & 8 St,Newport Pkwy,83
771,9 St HBLR - Jackson St & 8 St,Oakland Ave,36
772,9 St HBLR - Jackson St & 8 St,Paulus Hook,10
773,9 St HBLR - Jackson St & 8 St,Pershing Field,58
774,9 St HBLR - Jackson St & 8 St,Riverview Park,45
775,9 St HBLR - Jackson St & 8 St,Sip Ave,2
776,9 St HBLR - Jackson St & 8 St,South Waterfront Walkway - Sinatra Dr & 1 St,541
777,9 St HBLR - Jackson St & 8 St,Southwest Park - Jackson St & Observer Hwy,116
778,9 St HBLR - Jackson St & 8 St,Stevens - River Ter & 6 St,382
779,9 St HBLR - Jackson St & 8 St,Union St,2
780,9 St HBLR - Jackson St & 8 St,Van Vorst Park,15
781,9 St HBLR - Jackson St & 8 St,W 41 St & 8 Ave,1
782,9 St HBLR - Jackson St & 8 St,Warren St,29
783,9 St HBLR - Jackson St & 8 St,Washington St,62
784,9 St HBLR - Jackson St & 8 St,West St & Liberty St,1
785,9 St HBLR - Jackson St & 8 St,West Thames St,1
786,9 St HBLR - Jackson St & 8 St,Willow Ave & 12 St,266
787,Adams St & 11 St,11 St & Washington St,221
788,Adams St & 11 St,12 Ave & W 40 St,1
789,Adams St & 11 St,12 St & Sinatra Dr N,156
790,Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,308
791,Adams St & 11 St,4 St & Grand St,104
792,Adams St & 11 St,5 Corners Library,1
793,Adams St & 11 St,6 St & Grand St,84
794,Adams St & 11 St,7 St & Monroe St,99
795,Adams St & 11 St,8 St & Washington St,213
796,Adams St & 11 St,9 St HBLR - Jackson St & 8 St,135
797,Adams St & 11 St,Adams St & 11 St,372
798,Adams St & 11 St,Adams St & 2 St,135
799,Adams St & 11 St,Astor Place,1
800,Adams St & 11 St,Baldwin at Montgomery,4
801,Adams St & 11 St,Bergen Ave & Sip Ave,3
802,Adams St & 11 St,Bloomfield St & 15 St,89
803,Adams St & 11 St,Brunswick & 6th,14
804,Adams St & 11 St,Brunswick St,8
805,Adams St & 11 St,Christ Hospital,3
806,Adams St & 11 St,Church Sq Park - 5 St & Park Ave,216
807,Adams St & 11 St,City Hall,6
808,Adams St & 11 St,City Hall - Washington St & 1 St,455
809,Adams St & 11 St,Clinton St & 7 St,96
810,Adams St & 11 St,Clinton St & Newark St,177
811,Adams St & 11 St,Columbus Dr at Exchange Pl,57
812,Adams St & 11 St,Columbus Drive,4
813,Adams St & 11 St,Columbus Park - Clinton St & 9 St,86
814,Adams St & 11 St,Communipaw & Berry Lane,1
815,Adams St & 11 St,Dey St,1
816,Adams St & 11 St,Dixon Mills,2
817,Adams St & 11 St,Essex Light Rail,4
818,Adams St & 11 St,Fairmount Ave,1
819,Adams St & 11 St,Fulton St & Broadway,1
820,Adams St & 11 St,Grand St,4
821,Adams St & 11 St,Grand St & 14 St,152
822,Adams St & 11 St,Grove St PATH,10
823,Adams St & 11 St,Hamilton Park,19
824,Adams St & 11 St,Harborside,11
825,Adams St & 11 St,Heights Elevator,14
826,Adams St & 11 St,Hilltop,3
827,Adams St & 11 St,Hoboken Ave at Monmouth St,38
828,Adams St & 11 St,Hoboken Terminal - Hudson St & Hudson Pl,507
829,Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,392
830,Adams St & 11 St,Hudson St & 4 St,191
831,Adams St & 11 St,Jersey & 3rd,11
832,Adams St & 11 St,Jersey & 6th St,13
833,Adams St & 11 St,Journal Square,1
834,Adams St & 11 St,Lafayette Park,7
835,Adams St & 11 St,Leonard Gordon Park,7
836,Adams St & 11 St,Liberty Light Rail,2
837,Adams St & 11 St,Lincoln Park,1
838,Adams St & 11 St,Madison St & 1 St,122
839,Adams St & 11 St,Madison St & 10 St,183
840,Adams St & 11 St,Mama Johnson Field - 4 St & Jackson St,75
841,Adams St & 11 St,Manila & 1st,8
842,Adams St & 11 St,Marin Light Rail,6
843,Adams St & 11 St,Marshall St & 2 St,56
844,Adams St & 11 St,McGinley Square,3
845,Adams St & 11 St,Monmouth and 6th,3
846,Adams St & 11 St,Montgomery St,1
847,Adams St & 11 St,Morris Canal,2
848,Adams St & 11 St,Newark Ave,22
849,Adams St & 11 St,Newport PATH,30
850,Adams St & 11 St,Newport Pkwy,67
851,Adams St & 11 St,Oakland Ave,4
852,Adams St & 11 St,Paulus Hook,1
853,Adams St & 11 St,Pershing Field,18
854,Adams St & 11 St,Riverview Park,14
855,Adams St & 11 St,South Waterfront Walkway - Sinatra Dr & 1 St,347
856,Adams St & 11 St,Southwest Park - Jackson St & Observer Hwy,100
857,Adams St & 11 St,Stevens - River Ter & 6 St,66
858,Adams St & 11 St,Van Vorst Park,2
859,Adams St & 11 St,W 51 St & 6 Ave,1
860,Adams St & 11 St,Warren St,7
861,Adams St & 11 St,Washington St,20
862,Adams St & 11 St,Willow Ave & 12 St,74
863,Adams St & 2 St,11 St & Washington St,276
864,Adams St & 2 St,12 St & Sinatra Dr N,219
865,Adams St & 2 St,14 St Ferry - 14 St & Shipyard Ln,150
866,Adams St & 2 St,4 St & Grand St,148
867,Adams St & 2 St,5 Corners Library,1
868,Adams St & 2 St,6 St & Grand St,179
869,Adams St & 2 St,7 St & Monroe St,304
870,Adams St & 2 St,8 St & Washington St,168
871,Adams St & 2 St,9 St HBLR - Jackson St & 8 St,214
872,Adams St & 2 St,Adams St & 11 St,115
873,Adams St & 2 St,Adams St & 2 St,522
874,Adams St & 2 St,Astor Place,1
875,Adams St & 2 St,Baldwin at Montgomery,3
876,Adams St & 2 St,Bergen Ave,1
877,Adams St & 2 St,Bergen Ave & Sip Ave,7
878,Adams St & 2 St,Bloomfield St & 15 St,123
879,Adams St & 2 St,Brunswick & 6th,21
880,Adams St & 2 St,Brunswick St,32
881,Adams St & 2 St,Christ Hospital,24
882,Adams St & 2 St,Church Sq Park - 5 St & Park Ave,184
883,Adams St & 2 St,City Hall,22
884,Adams St & 2 St,City Hall - Washington St & 1 St,537
885,Adams St & 2 St,Clinton St & 7 St,321
886,Adams St & 2 St,Clinton St & Newark St,97
887,Adams St & 2 St,Columbus Dr at Exchange Pl,16
888,Adams St & 2 St,Columbus Drive,23
889,Adams St & 2 St,Columbus Park - Clinton St & 9 St,480
890,Adams St & 2 St,Communipaw & Berry Lane,1
891,Adams St & 2 St,Dey St,3
892,Adams St & 2 St,Dixon Mills,12
893,Adams St & 2 St,Essex Light Rail,3
894,Adams St & 2 St,Faile St & Garrison Ave,1
895,Adams St & 2 St,Fairmount Ave,1
896,Adams St & 2 St,Glenwood Ave,2
897,Adams St & 2 St,Grand St,22
898,Adams St & 2 St,Grand St & 14 St,382
899,Adams St & 2 St,Grove St PATH,33
900,Adams St & 2 St,Hamilton Park,76
901,Adams St & 2 St,Harborside,34
902,Adams St & 2 St,Heights Elevator,40
903,Adams St & 2 St,Hilltop,11
904,Adams St & 2 St,Hoboken Ave at Monmouth St,167
905,Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,699
906,Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,900
907,Adams St & 2 St,Hudson St & 4 St,183
908,Adams St & 2 St,JC Medical Center,21
909,Adams St & 2 St,Jersey & 3rd,27
910,Adams St & 2 St,Jersey & 6th St,22
911,Adams St & 2 St,Journal Square,1
912,Adams St & 2 St,Lafayette Park,1
913,Adams St & 2 St,Leonard Gordon Park,8
914,Adams St & 2 St,Liberty Light Rail,13
915,Adams St & 2 St,Lincoln Park,2
916,Adams St & 2 St,Madison St & 1 St,122
917,Adams St & 2 St,Madison St & 10 St,322
918,Adams St & 2 St,Mama Johnson Field - 4 St & Jackson St,56
919,Adams St & 2 St,Manila & 1st,44
920,Adams St & 2 St,Marin Light Rail,30
921,Adams St & 2 St,Marshall St & 2 St,295
922,Adams St & 2 St,McGinley Square,2
923,Adams St & 2 St,Monmouth and 6th,21
924,Adams St & 2 St,Montgomery St,6
925,Adams St & 2 St,Morris Canal,18
926,Adams St & 2 St,Newark Ave,35
927,Adams St & 2 St,Newport PATH,118
928,Adams St & 2 St,Newport Pkwy,81
929,Adams St & 2 St,Oakland Ave,17
930,Adams St & 2 St,Paulus Hook,6
931,Adams St & 2 St,Pershing Field,42
932,Adams St & 2 St,Riverview Park,64
933,Adams St & 2 St,Sip Ave,1
934,Adams St & 2 St,South Waterfront Walkway - Sinatra Dr & 1 St,441
935,Adams St & 2 St,Southwest Park - Jackson St & Observer Hwy,120
936,Adams St & 2 St,Stevens - River Ter & 6 St,87
937,Adams St & 2 St,Union St,1
938,Adams St & 2 St,Van Vorst Park,23
939,Adams St & 2 St,Warren St,58
940,Adams St & 2 St,Washington St,81
941,Adams St & 2 St,Willow Ave & 12 St,296
942,Adams St & 2 St,York St & Marin Blvd,1
943,Astor Place,12 Ave & W 40 St,3
944,Astor Place,12 St & Sinatra Dr N,2
945,Astor Place,14 St Ferry - 14 St & Shipyard Ln,3
946,Astor Place,5 Corners Library,20
947,Astor Place,6 Ave & W 33 St,1
948,Astor Place,6 Ave & Walker St,2
949,Astor Place,Astor Place,344
950,Astor Place,Baldwin at Montgomery,84
951,Astor Place,Bergen Ave,97
952,Astor Place,Bergen Ave & Sip Ave,786
